yy;mm;SiteID;spi
1981;03;9244;-0.7884177287066289
1981;03;9276;-0.1218649039435672
1981;03;9287;-0.5833580102327561
1981;03;9328;-0.16067608803170713
1981;03;9404;-0.7805221593610769
1981;03;9573;-0.45771807966344713
1981;03;9578;-0.5216569634769244
1981;03;2;-0.37118443534657003
1981;03;21;-0.7451119821099875
1981;03;43;-0.7107032369803696
1981;03;47;-0.5385473815930808
1981;03;51;-0.012564162841012546
1981;03;53;-0.2562809568696579
1981;03;7;-0.25642449960733504
1981;03;14233;-1.4096727963616988
1981;03;5884;-0.47179098236040745
1981;03;5937;NA
1981;03;7144;-0.026467705218421775
1981;03;6000;-1.795404148833457
1981;03;6031;-0.4715367034805168
1981;03;5647;0.18559702993728663
1981;03;5649;1.0922385183534988
1981;03;10;-1.4788423133295698
1981;03;217;NA
1981;03;221;-0.7765044664279254
1981;03;222;-0.7720681271282565
1981;03;225;-0.30474811019726394
1981;03;227;-0.3492114895057963
1981;03;23;NA
1981;03;250;0.011752992130086648
1981;03;31;-0.46964780561794645
1981;03;37;-0.11136117369115038
1981;03;39;NA
1981;03;408;-0.7880918920150166
1981;03;5;-0.8303332151204088
1981;03;50;-0.3060179287717721
1981;03;52;-0.06775716088179012
1981;03;6;-1.712851046381839
1981;03;8;-0.8752310856108542
1981;03;6510;0.31614270253865956
1981;03;6511;0.15320153687486582
1981;03;6512;0.12947979960477277
1981;03;6516;0.7762355763615154
1981;03;6528;0.5491704982022118
1981;03;6529;0.6304740140725132
1981;03;6541;0.29055493894533724
1981;03;6546;-0.2089514595489375
1981;03;6561;0.16679911392090616
1981;03;6564;0.279169686252569
1981;03;6569;-0.28671423469706364
1981;03;6570;-0.5127305742681144
1981;03;6576;-0.8496038654208966
1981;03;6591;0.5386266862655739
1981;03;6594;0.05373945566856995
1981;03;6598;0.15527738570298558
1981;03;6601;-0.41954916820532673
1981;03;6602;-0.2546815342283083
1981;03;6615;0.5693706123469241
1981;03;6638;0.1633412830821982
1981;03;6639;-0.07312684057075666
1981;03;6640;0.450777690809918
1981;03;26;1.0099441571862484
1981;03;44;1.511352203540848
1981;03;5675;NA
1981;03;5677;0.10343497263056924
1981;03;5679;NA
1981;03;5681;NA
1981;03;5720;0.0364493871731687
1981;04;6718;-0.6442212244249895
1981;04;6720;-1.155613467359417
1981;04;6721;-1.1386982958334038
1981;04;6723;-0.9461166883725012
1981;04;6729;-0.18369265924549644
1981;04;6730;0.059866359400654205
1981;04;6733;0.12354077657450202
1981;04;6736;-0.20274514144266848
1981;04;6768;-0.8922488724228875
1981;04;6769;-1.2503597601162086
1981;04;6771;-0.5038565040628742
1981;04;102;0.03530340201115165
1981;04;110;-0.8587135546138039
1981;04;149;-0.10913736699131069
1981;04;150;0.205680029241604
1981;04;172;0.18485780025808984
1981;04;176;0.598455065195786
1981;04;18;0.859329796087048
1981;04;197;0.5389720796529401
1981;04;203;0.43068821787727124
1981;04;223;-0.11254872033093613
1981;04;30;1.2046860891605344
1981;04;49;NA
1981;04;58;0.6681527199109324
1981;04;77;0.3669763118340061
1981;04;94;-0.2358879148250673
1981;04;13063;0.08354062538213924
1981;04;14158;-1.3985111598675743
1981;04;14246;-0.06150824073677473
1981;04;14271;-0.5998979342481647
1981;04;14415;-1.5950576116226458
1981;04;14444;-0.9735401127331607
1981;04;14458;-1.555873910263831
1981;04;9013;-0.7453060438603479
1981;04;9041;NA
1981;04;9051;-0.20295230941791825
1981;04;9054;-1.5934404885660947
1981;04;9071;-1.79859219567677
1981;04;9101;-1.8109479580984083
1981;04;9119;-0.76693777037559685
1981;04;9121;-0.9620603494237455
1981;04;9177;-0.3230378240954712
1981;04;9189;-0.28781617844252044
1981;04;9230;-0.8241385326798708
1981;04;9233;-1.1848974913650532
1981;04;9244;-1.621303224618691
1981;04;9276;-0.3274814046260737
1981;04;9287;-1.2872005770922321
1981;04;9328;-1.0594074769009976
1981;04;9404;-1.850997644283526
1981;04;9573;-2.0403227375918744
1981;04;9578;-1.4422009954703068
1981;04;2;-0.28313063313894066
1981;04;21;-0.9135156324040511
1981;04;43;-1.5413931068602802
1981;04;47;-0.46639812551207477
1981;04;51;-0.15558352400229628
1981;04;53;-0.8360396294252724
1981;04;7;-0.5451704326430251
1981;04;14233;-0.9284899814321796
1981;04;5884;-0.5027822110619822
1981;04;5937;NA
1981;04;7144;0.34356343973764253
1981;04;6000;-0.8501548276188268
1981;04;6031;-0.14043611777980075
1981;04;5647;0.2206559055368273
1981;04;5649;1.3603768216494097
1981;04;10;-1.536209218444976
1981;04;217;-0.2425843825020969
1981;04;221;-0.6309453001089818
1981;04;222;-0.8063020827955495
1981;04;225;-0.23941392529386396
1981;04;227;-0.1890187155239651
1981;04;23;NA
1981;04;250;0.2711777782133708
1981;04;31;-1.1359802965983619
1981;04;37;-0.6664193633787266
1981;04;39;NA
1981;04;408;-0.35500492443342857
1981;04;5;-0.9009228646284165
1981;04;50;-0.37367584906026025
1981;04;52;-0.11412641792562002
1981;04;6;-1.8027739057386223
1981;04;8;-0.6645538215948085
1981;04;6510;0.3227072175212499
1981;04;6511;0.2592404100797454
1981;04;6512;-0.009198793154496978
1981;04;6516;0.907457983960425
1981;04;6528;0.26829587627185464
1981;04;6529;0.6319846885700174
1981;04;6541;0.3209612027055712
1981;04;6546;-0.26637889920014035
1981;04;6561;0.008504616495793121
1981;04;6564;0.17505799253457366
1981;04;6569;-0.38685946213317274
1981;04;6570;-0.3605514605567199
1981;04;6576;-0.7350874718961874
1981;04;6591;0.4930924714816193
1981;04;6594;0.3326747267493134
1981;04;6598;0.013987388385636963
1981;04;6601;-0.4249465414147024
1981;04;6602;-0.11052946900350036
1981;04;6615;0.42734224060299497
1981;04;6638;0.5825864236668281
1981;04;6639;0.6298942048499918
1981;04;6640;0.2922373670239875
1981;04;26;1.6886877439154404
1981;04;44;1.6095661823830825
1981;04;5675;NA
1981;04;5677;-0.009706120316898338
1981;04;5679;NA
1981;04;5681;NA
1981;04;5720;0.10687802333550829
1981;05;6718;0.31978030416828157
1981;05;6720;-0.4798152203956296
1981;05;6721;-0.2970589914263258
1981;05;6723;-0.3879752381543308
1981;05;6729;0.06405921205135623
1981;05;6730;0.8008565351566028
1981;05;6733;0.9384712690074767
1981;05;6736;0.9279590667319657
1981;05;6768;-0.9562739953221815
1981;05;6769;-1.64593564436231
1981;05;6771;NA
1981;05;102;0.42084283432495523
1981;05;110;-0.2654700725775846
1981;05;149;0.9955513029332509
1981;05;150;0.9266694594372744
1981;05;172;0.942128133359386
1981;05;176;0.6784886023162707
1981;05;18;1.6080905859331682
1981;05;197;1.3425994610374548
1981;05;203;1.1012374352172323
1981;05;223;1.4535985369396842
1981;05;30;1.7934052677226382
1981;05;49;NA
1981;05;58;1.6362246023980451
1981;05;77;1.374083012200203
1981;05;94;0.6034430510262949
1981;05;13063;0.8516410836570372
1981;05;14158;-0.5207548602253271
1981;05;14246;0.9774036245919402
1981;05;14271;-0.10473461207733224
1981;05;14415;-1.214837986478094
1981;05;14444;0.04104370840331971
1981;05;14458;-1.1818997403956122
1981;05;9013;0.016781102004669313
1981;05;9041;NA
1981;05;9051;0.4591058639535842
1981;05;9054;-0.6030279547676941
1981;05;9071;-1.5092073832595068
1981;05;9101;-0.9426496282662538
1981;05;9119;-1.0372120346378082
1981;05;9121;-1.0919846674587739
1981;05;9177;0.18759979816173988
1981;05;9189;-0.08724262715158768
1981;05;9230;0.4897008403775491
1981;05;9233;-0.31853367735329313
1981;05;9244;-1.271573792250837
1981;05;9276;0.7502990075937976
1981;05;9287;-0.38368562634102155
1981;05;9328;-0.9695627997097365
1981;05;9404;-1.1845400687326169
1981;05;9573;-0.7821956168263235
1981;05;9578;-1.668881706720883
1981;05;2;1.1648692409754589
1981;05;21;-0.9675404568291179
1981;05;43;-0.40991271921220485
1981;05;47;0.8063508712329628
1981;05;51;1.0080835183134018
1981;05;53;-0.3091739475937071
1981;05;7;-0.018302131315084992
1981;05;14233;0.23147816140665248
1981;05;5884;-0.46196242343045113
1981;05;5937;0.05646581432036498
1981;05;7144;0.44553346378430947
1981;05;6000;0.29897202809641493
1981;05;6031;-0.11617199399226474
1981;05;5647;0.6650659933606228
1981;05;5649;1.6256955094503853
1981;05;10;-0.33640527170733836
1981;05;217;0.5887966235173858
1981;05;221;-0.15360168638535157
1981;05;222;0.42437179480896575
1981;05;225;0.9702608357984145
1981;05;227;0.8015975743419789
1981;05;23;NA
1981;05;250;1.3665128114683052
1981;05;31;1.0735258183555008
1981;05;37;0.30283514663883065
1981;05;39;NA
1981;05;408;0.9298746184574336
1981;05;5;0.5910226173245127
1981;05;50;1.0768904639732224
1981;05;52;1.5540262560166818
1981;05;6;-1.2422697048412135
1981;05;8;0.2368619131727843
1981;05;6510;0.99375976975310365
1981;05;6511;0.5532973932006772
1981;05;6512;0.47354781223296527
1981;05;6516;1.3571263105865343
1981;05;6528;1.245933566828104
1981;05;6529;1.1498931647771542
1981;05;6541;0.6655780885599335
1981;05;6546;-0.042973479799500024
1981;05;6561;0.7667354285090221
1981;05;6564;0.5088562487193378
1981;05;6569;0.1962486332686856
1981;05;6570;0.01650243703774399
1981;05;6576;-0.06919723862020183
1981;05;6591;1.2014670837549069
1981;05;6594;0.8496159083781718
1981;05;6598;0.754737991000654
1981;05;6601;0.22752747799706582
1981;05;6602;0.4288527327552947
1981;05;6615;1.3025026618666073
1981;05;6638;1.2235711470114108
1981;05;6639;1.449530579687235
1981;05;6640;0.7206458389058776
1981;05;26;2.1599553253388937
1981;05;44;2.009292414296362
1981;05;5675;NA
1981;05;5677;0.7583376982326503
1981;05;5679;NA
1981;05;5681;NA
1981;05;5720;0.2247634663477642
1981;06;6718;0.27369719218892635
1981;06;6720;-0.43522730989195896
1981;06;6721;-0.49692218587351294
1981;06;6723;-0.5389096643019958
1981;06;6729;-1.148779852169096
1981;06;6730;-0.12578677005878225
1981;06;6733;0.08939572130661945
1981;06;6736;0.5967953426469137
1981;06;6768;0.7157422715715417
1981;06;6769;0.1785994811198608
1981;06;6771;NA
1981;06;102;-0.8830078458723992
1981;06;110;-0.47590551993025454
1981;06;149;0.051273245272764306
1981;06;150;-0.23104993881789032
1981;06;172;-0.006770298956663548
1981;06;176;-0.7447679826531568
1981;06;18;0.44466486715467257
1981;06;197;0.3112316685212323
1981;06;203;-0.42504531107450677
1981;06;223;0.7385665765847158
1981;06;30;0.5928003194501705
1981;06;49;NA
1981;06;58;0.860414344499754
1981;06;77;-0.48979635034508234
1981;06;94;-0.17337115784428594
1981;06;13063;-0.020917392792204597
1981;06;14158;0.620704308506562
1981;06;14246;0.6038259385153815
1981;06;14271;2.0464439035935755
1981;06;14415;1.0690780063358636
1981;06;14444;0.008195043584947619
1981;06;14458;0.5935424367402893
1981;06;9013;0.9037017979960296
1981;06;9041;NA
1981;06;9051;1.2781727108897905
1981;06;9054;-0.21519962315414712
1981;06;9071;-0.3914831164630622
1981;06;9101;1.0991022977700595
1981;06;9119;0.774404582490089
1981;06;9121;0.3547831901478814
1981;06;9177;0.1342060222855253
1981;06;9189;0.07527566219662811
1981;06;9230;0.7389295076309221
1981;06;9233;1.5830877674790003
1981;06;9244;0.5221257255556034
1981;06;9276;0.6010060228517087
1981;06;9287;1.5365645573438553
1981;06;9328;0.950596899471382
1981;06;9404;0.8620322550497682
1981;06;9573;1.4416249804416512
1981;06;9578;0.4872409878611663
1981;06;2;0.6637015761359077
1981;06;21;-1.3633798887734283
1981;06;43;-0.5022322205335883
1981;06;47;0.8589471185529038
1981;06;51;0.505581699294369
1981;06;53;-1.274558475541371
1981;06;7;-0.9440918647212546
1981;06;14233;-0.1492260194935827
1981;06;5884;-0.6464311517778921
1981;06;5937;0.003990129568562426
1981;06;7144;-0.7450785618844747
1981;06;6000;0.49307034550123574
1981;06;6031;-0.7947127492489746
1981;06;5647;-0.35235182629732753
1981;06;5649;0.9855849389743232
1981;06;10;0.3036912272760306
1981;06;217;-0.45742839415518444
1981;06;221;0.01477744403408024
1981;06;222;0.8015090250125243
1981;06;225;0.9327089891571577
1981;06;227;0.05465263786798169
1981;06;23;NA
1981;06;250;1.0686582004639036
1981;06;31;1.0923667958273457
1981;06;37;1.1135729406844204
1981;06;39;NA
1981;06;408;0.7087154111090757
1981;06;5;0.39887899441750607
1981;06;50;0.4163719006508545
1981;06;52;0.7649944300869277
1981;06;6;-0.3493092255071069
1981;06;8;0.5500904979786208
1981;06;6510;0.4085367714989815
1981;06;6511;-0.4155607486017618
1981;06;6512;-0.33706176151227285
1981;06;6516;0.5447780516142156
1981;06;6528;0.4379066878974666
1981;06;6529;0.11230122409019436
1981;06;6541;-0.6423873171381939
1981;06;6546;-1.112879694848557
1981;06;6561;-0.35174494067449796
1981;06;6564;-0.7043755706684766
1981;06;6569;0.26025567542825706
1981;06;6570;-0.6291491649214832
1981;06;6576;-0.06762310375856692
1981;06;6591;0.6535495928469317
1981;06;6594;0.04147612077859767
1981;06;6598;-0.18436567089394926
1981;06;6601;-0.04667658878479062
1981;06;6602;0.09194859975981846
1981;06;6615;0.5238058758724888
1981;06;6638;0.7087871037717911
1981;06;6639;0.5747214388172929
1981;06;6640;-0.7432752459069518
1981;06;26;1.5490110211044072
1981;06;44;1.3921104039813985
1981;06;5675;NA
1981;06;5677;-0.15755291785408998
1981;06;5679;NA
1981;06;5681;NA
1981;06;5720;-0.158686568860842
1981;07;6718;0.9132273182817565
1981;07;6720;0.640716441737499
1981;07;6721;1.036988971594766
1981;07;6723;0.8227842198013074
1981;07;6729;0.031241088061344884
1981;07;6730;0.7189596720570383
1981;07;6733;0.978827556930983
1981;07;6736;0.6201444997734479
1981;07;6768;0.9466967807795477
1981;07;6769;0.4812109208366499
1981;07;6771;NA
1981;07;102;-0.28539534617099593
1981;07;110;1.4126026989605902
1981;07;149;1.1255284411455178
1981;07;150;1.0690932244093725
1981;07;172;1.6703242244574992
1981;07;176;0.7710955644950453
1981;07;18;1.7194985779351952
1981;07;197;2.048513772863278
1981;07;203;1.8426972092961886
1981;07;223;1.6471550479185548
1981;07;30;1.5157667152557621
1981;07;49;1.6732705410180109
1981;07;58;2.151507896309417
1981;07;77;1.0283412384308936
1981;07;94;0.7956889063002583
1981;07;13063;0.56548833265085
1981;07;14158;1.109297903349039
1981;07;14246;1.365453737278353
1981;07;14271;1.90644928362849
1981;07;14415;1.2565092328861853
1981;07;14444;1.0988064651703062
1981;07;14458;1.5632673309604879
1981;07;9013;1.1903503383146188
1981;07;9041;-0.01036225020797669
1981;07;9051;1.7704575106879288
1981;07;9054;0.4634022205993107
1981;07;9071;0.38892939106970553
1981;07;9101;1.523105067295059
1981;07;9119;1.2563466539891142
1981;07;9121;0.990265415231291
1981;07;9177;0.39872481143039284
1981;07;9189;0.5231072474441153
1981;07;9230;1.939359991228118
1981;07;9233;1.6506334583694122
1981;07;9244;0.8368694196687528
1981;07;9276;1.8056713490604654
1981;07;9287;1.922168392432049
1981;07;9328;1.1382971790603855
1981;07;9404;1.3771995986757557
1981;07;9573;1.784956037341244
1981;07;9578;1.1002782514926999
1981;07;2;1.4212153666610912
1981;07;21;-0.3113020514757502
1981;07;43;0.8970525810907508
1981;07;47;1.4350963419678229
1981;07;51;0.6791020643455037
1981;07;53;-0.21190944256674804
1981;07;7;0.2705497582307218
1981;07;14233;0.7676887855965167
1981;07;5884;0.15432712127857232
1981;07;5937;0.8043228994035344
1981;07;7144;-0.21285506287078987
1981;07;6000;1.4854621732507012
1981;07;6031;-0.38193405550586873
1981;07;5647;0.15457066866342586
1981;07;5649;1.2342348568815746
1981;07;10;0.6606561682102846
1981;07;217;0.3130128332469494
1981;07;221;1.2461902241188105
1981;07;222;2.0340678484885144
1981;07;225;1.8967252426107946
1981;07;227;1.0284036313908715
1981;07;23;NA
1981;07;250;2.171977578839544
1981;07;31;1.6055484088835945
1981;07;37;1.7593988152552817
1981;07;39;NA
1981;07;408;1.047155131118806
1981;07;5;1.2814193223839447
1981;07;50;1.200275921147592
1981;07;52;1.537400940796401
1981;07;6;0.2349761604433252
1981;07;8;0.5820046341267993
1981;07;6510;1.3951355175633608
1981;07;6511;0.7281510234280599
1981;07;6512;0.861963937783592
1981;07;6516;1.4591630987732127
1981;07;6528;1.8702006385240504
1981;07;6529;1.788759414539016
1981;07;6541;0.16345260120378136
1981;07;6546;0.9277631316979472
1981;07;6561;1.335807463384866
1981;07;6564;0.4919046653614244
1981;07;6569;1.946640943965861
1981;07;6570;0.7580652982278708
1981;07;6576;1.1199217711515363
1981;07;6591;1.6293663976946748
1981;07;6594;1.0296403348587506
1981;07;6598;1.3589176664068745
1981;07;6601;1.7262123966824994
1981;07;6602;1.5031160346414731
1981;07;6615;2.402106821223674
1981;07;6638;1.4110346750394755
1981;07;6639;0.9408324699977619
1981;07;6640;0.22599591520783577
1981;07;26;0.8795318031628467
1981;07;44;1.1709439523014293
1981;07;5675;NA
1981;07;5677;0.6319962989958207
1981;07;5679;NA
1981;07;5681;NA
1981;07;5720;0.31843722770325905
1981;08;6718;0.479969388931501
1981;08;6720;0.10690337273617571
1981;08;6721;0.5961460365320811
1981;08;6723;0.9044912738796861
1981;08;6729;0.3532178737942943
1981;08;6730;1.0009999992649379
1981;08;6733;1.0528374244102106
1981;08;6736;-0.4170514513085698
1981;08;6768;1.2546235383541626
1981;08;6769;1.0422516270395732
1981;08;6771;0.9591818309175348
1981;08;102;-0.9677771867427047
1981;08;110;0.9515943474088198
1981;08;149;-0.32835210988983954
1981;08;150;0.0926722261201684
1981;08;172;0.16597460861668578
1981;08;176;-0.24300117942448513
1981;08;18;0.6528614628634758
1981;08;197;0.5098613794460501
1981;08;203;1.0031458074177149
1981;08;223;-0.0022922050557915197
1981;08;30;1.2028368049411422
1981;08;49;0.6476350178877309
1981;08;58;0.7255451440267519
1981;08;77;-0.38225130143367225
1981;08;94;-0.2072071028544593
1981;08;13063;-0.09195601976768525
1981;08;14158;1.194894145322862
1981;08;14246;0.7118474446654952
1981;08;14271;2.1754245995048267
1981;08;14415;1.3024119741570959
1981;08;14444;0.3276858850007375
1981;08;14458;1.6580742677066076
1981;08;9013;1.0976221399852306
1981;08;9041;-0.04689824132958597
1981;08;9051;1.2218631933150206
1981;08;9054;-0.6018858729988027
1981;08;9071;0.8880938553817891
1981;08;9101;1.070550430851721
1981;08;9119;1.4166601151274032
1981;08;9121;1.1783046740823406
1981;08;9177;-0.24708268330237457
1981;08;9189;0.43736334572693886
1981;08;9230;1.607676253914912
1981;08;9233;1.813677244219011
1981;08;9244;1.1533383667681691
1981;08;9276;1.3531518635914839
1981;08;9287;1.967666156945525
1981;08;9328;0.9463916378950054
1981;08;9404;1.1676870684510454
1981;08;9573;1.6014289854764008
1981;08;9578;1.0885531450376595
1981;08;2;0.20597750452011326
1981;08;21;-0.7485455275652371
1981;08;43;1.1906142228949161
1981;08;47;0.1233986211597532
1981;08;51;-0.31007504106948447
1981;08;53;-0.11418928228661852
1981;08;7;0.7249652777985702
1981;08;14233;0.3724262931889637
1981;08;5884;0.10934507119795539
1981;08;5937;-0.22281560125137442
1981;08;7144;-0.22018710249796888
1981;08;6000;1.1147485135728914
1981;08;6031;-0.7005356704104462
1981;08;5647;-1.1355760225760467
1981;08;5649;0.21202525180955512
1981;08;10;-0.002707117533280272
1981;08;217;-0.38071437046914347
1981;08;221;1.1140385827297834
1981;08;222;1.5727579644092997
1981;08;225;1.341475758198648
1981;08;227;0.4811426755490306
1981;08;23;NA
1981;08;250;1.954143271107899
1981;08;31;0.5208456042811671
1981;08;37;0.8492453331110387
1981;08;39;NA
1981;08;408;0.03188572585636953
1981;08;5;-0.08745362786129952
1981;08;50;0.10885266327639104
1981;08;52;0.3783263613639305
1981;08;6;0.1467985954372618
1981;08;8;-0.16390353787855685
1981;08;6510;0.5785373341537953
1981;08;6511;0.8321943487305252
1981;08;6512;0.7203715527967077
1981;08;6516;0.9011921773002833
1981;08;6528;0.7878069137819591
1981;08;6529;1.5121724199304898
1981;08;6541;-1.0053485661459336
1981;08;6546;-0.02220321407828567
1981;08;6561;0.37044398555724706
1981;08;6564;-0.14708757625658225
1981;08;6569;1.5872634459246142
1981;08;6570;0.39995451632440193
1981;08;6576;0.7112871946302557
1981;08;6591;0.7371938142321476
1981;08;6594;0.13758609116254814
1981;08;6598;0.40279294861100184
1981;08;6601;1.1739241642951979
1981;08;6602;0.668239242159994
1981;08;6615;1.8100012782048898
1981;08;6638;0.4906967609509443
1981;08;6639;-0.5205716114216801
1981;08;6640;-0.1714569988413393
1981;08;26;0.1794334977990892
1981;08;44;0.4429869052305729
1981;08;5675;NA
1981;08;5677;-1.3639572001588105
1981;08;5679;NA
1981;08;5681;NA
1981;08;5720;0.5229190483371926
1981;09;6718;0.8098261009695522
1981;09;6720;0.3095176764731385
1981;09;6721;0.876945022240116
1981;09;6723;1.1810925263614942
1981;09;6729;1.5077779094070631
1981;09;6730;1.4278653983229608
1981;09;6733;1.6429940912739003
1981;09;6736;0.2983151457647368
1981;09;6768;1.462623997570945
1981;09;6769;1.120823027837295
1981;09;6771;0.6863986791502567
1981;09;102;0.6883970021104587
1981;09;110;1.8627013040188636
1981;09;149;0.9995269741999048
1981;09;150;1.5766011760587186
1981;09;172;1.3835836785949538
1981;09;176;1.6974694183350496
1981;09;18;1.3949970223360657
1981;09;197;1.6968848389396207
1981;09;203;2.8460654586012577
1981;09;223;0.9263063417051643
1981;09;30;1.7444485136327574
