yy;mm;SpiID;spi
1981;01;aeronautica_6709;-0.6106732060025836
1981;01;aeronautica_6718;-1.5196125277640022
1981;01;aeronautica_6720;-1.5104337577560794
1981;01;aeronautica_6721;-1.343944531490715
1981;01;aeronautica_6723;-0.687967163826562
1981;01;aeronautica_6729;-1.5881983867601355
1981;01;aeronautica_6730;-1.528492704708282
1981;01;aeronautica_6733;-0.7499231245339933
1981;01;aeronautica_6736;-0.027552473154880155
1981;01;aeronautica_6758;0.006946125070114797
1981;01;aeronautica_6768;0.41759586437531726
1981;01;aeronautica_6769;-0.12218251572977154
1981;01;aeronautica_6771;-1.452096367546786
1981;01;bolzano_102;0.42750646939016174
1981;01;bolzano_110;-0.6502107904676205
1981;01;bolzano_149;-1.3061417583962922
1981;01;bolzano_150;-0.40761797885758133
1981;01;bolzano_172;-1.184367083748297
1981;01;bolzano_176;-1.357128744362012
1981;01;bolzano_18;-1.0670398505543137
1981;01;bolzano_197;-0.9888118264039278
1981;01;bolzano_203;-1.1932926008194369
1981;01;bolzano_223;-1.0594540047751606
1981;01;bolzano_23;-0.8204975018549904
1981;01;bolzano_28;0.13942503580074328
1981;01;bolzano_30;-0.42832121541008306
1981;01;bolzano_39;-0.2202782198661875
1981;01;bolzano_49;NA
1981;01;bolzano_5;0.48760163577850196
1981;01;bolzano_58;-1.242114747081508
1981;01;bolzano_77;0.1143385110260945
1981;01;bolzano_79;0.7379130120858657
1981;01;bolzano_83;0.24679079939072363
1981;01;bolzano_94;-2.088650499662982
1981;01;emiliaromagna_14158;0.20631305594829008
1981;01;emiliaromagna_14246;-1.017581006707933
1981;01;emiliaromagna_14271;-0.35282396529408805
1981;01;emiliaromagna_14415;-0.25657310438853703
1981;01;emiliaromagna_14444;-1.216924490405253
1981;01;emiliaromagna_14458;0.20477734204802597
1981;01;emiliaromagna_9013;-0.08011392972989621
1981;01;emiliaromagna_9101;-0.5480073386837999
1981;01;emiliaromagna_9119;-0.12798821001184146
1981;01;emiliaromagna_9177;-0.8159062471358511
1981;01;emiliaromagna_9192;-Inf
1981;01;emiliaromagna_9230;-1.3442571380278805
1981;01;emiliaromagna_9244;-0.007944908681311574
1981;01;emiliaromagna_9287;0.058932893777919805
1981;01;emiliaromagna_9310;NA
1981;01;emiliaromagna_9317;0.30888061186569943
1981;01;emiliaromagna_9404;-0.13852134396609336
1981;01;emiliaromagna_9573;0.38441885769103806
1981;01;emiliaromagna_9578;-0.15702405786281748
1981;01;friuliveneziagiulia_12;-1.057626094067353
1981;01;friuliveneziagiulia_13;-1.8751079151105685
1981;01;friuliveneziagiulia_14;-1.4592567415027762
1981;01;friuliveneziagiulia_15;-1.3270575479470128
1981;01;friuliveneziagiulia_2;-1.4341626206573905
1981;01;friuliveneziagiulia_20;-0.7600186573214631
1981;01;friuliveneziagiulia_21;-1.4520071899659357
1981;01;friuliveneziagiulia_23;-0.86226141429747
1981;01;friuliveneziagiulia_24;-0.9253602151036863
1981;01;friuliveneziagiulia_27;-0.938131959050353
1981;01;friuliveneziagiulia_28;-0.597181311187934
