yy;mm;SpiID;spi
1981;01;aeronautica_6709;-0.7192879162860167
1981;01;aeronautica_6718;-1.5020162378787991
1981;01;aeronautica_6720;-1.3460165532760024
1981;01;aeronautica_6721;-1.3669842384189392
1981;01;aeronautica_6723;-0.6680240093223895
1981;01;aeronautica_6729;-1.5453651811732194
1981;01;aeronautica_6730;-1.570217083398204
1981;01;aeronautica_6733;-0.9116870394086878
1981;01;aeronautica_6736;0.0016628577149137424
1981;01;aeronautica_6758;-0.04379095449342032
1981;01;aeronautica_6768;0.47947509299444957
1981;01;aeronautica_6769;-0.004951473211098568
1981;01;aeronautica_6771;-1.4693802405006808
1981;01;bolzano_102;0.4558425853687149
1981;01;bolzano_110;-0.4383134756051827
1981;01;bolzano_149;-1.0569474639549516
1981;01;bolzano_150;-0.4024784094914317
1981;01;bolzano_172;-1.1632368502460393
1981;01;bolzano_176;-1.2327155865490234
1981;01;bolzano_18;-1.1521910651640381
1981;01;bolzano_197;-1.0727240699852476
1981;01;bolzano_203;-1.14357194010657
1981;01;bolzano_223;-0.9877695901295783
1981;01;bolzano_23;-0.788812476670375
1981;01;bolzano_28;0.09152575704462759
1981;01;bolzano_30;-0.5073187002475377
1981;01;bolzano_39;-0.1986029289158595
1981;01;bolzano_49;NA
1981;01;bolzano_5;0.5057448580644465
1981;01;bolzano_58;-1.188735399906464
1981;01;bolzano_77;0.14200852362198227
1981;01;bolzano_79;0.8035088778987013
1981;01;bolzano_83;0.3585711010290919
1981;01;bolzano_94;-1.6770006700913946
1981;01;emiliaromagna_14158;0.14949073978717536
1981;01;emiliaromagna_14246;-0.8873787611551732
1981;01;emiliaromagna_14271;-0.31073629184763923
1981;01;emiliaromagna_14415;-0.20558541892227622
1981;01;emiliaromagna_14444;-1.29359164265325
1981;01;emiliaromagna_14458;0.19338366809315416
1981;01;emiliaromagna_9013;-0.0604140962532119
1981;01;emiliaromagna_9101;-0.3630036303620548
1981;01;emiliaromagna_9119;0.058735132014963776
1981;01;emiliaromagna_9177;-0.8030490560823714
1981;01;emiliaromagna_9192;-1.4260768722728472
1981;01;emiliaromagna_9230;-1.5115427198891143
1981;01;emiliaromagna_9244;-0.05129823931273342
1981;01;emiliaromagna_9287;0.06449004251373329
1981;01;emiliaromagna_9310;NA
1981;01;emiliaromagna_9317;0.49612373722778813
1981;01;emiliaromagna_9404;-0.1764233539294199
1981;01;emiliaromagna_9573;0.4241682575532103
1981;01;emiliaromagna_9578;-0.16418256982318896
1981;01;friuliveneziagiulia_12;-1.0890847606622638
1981;01;friuliveneziagiulia_13;-1.96419038569389
1981;01;friuliveneziagiulia_14;-1.4436511968346444
1981;01;friuliveneziagiulia_15;-1.4198235005647437
1981;01;friuliveneziagiulia_2;-1.2719988402967577
1981;01;friuliveneziagiulia_20;-0.7370782178564175
1981;01;friuliveneziagiulia_21;-1.5792819597644785
1981;01;friuliveneziagiulia_23;-0.8786128709696056
1981;01;friuliveneziagiulia_24;-0.9287952485690432
1981;01;friuliveneziagiulia_27;-1.0318943176673558
1981;01;friuliveneziagiulia_28;-0.619615283393212
1981;01;friuliveneziagiulia_36;-1.0978036318111022
1981;01;friuliveneziagiulia_39;-1.768594747159104
1981;01;friuliveneziagiulia_43;-1.482534268446208
1981;01;friuliveneziagiulia_46;-1.0617133206659402
1981;01;friuliveneziagiulia_47;-1.0671743367495974
1981;01;friuliveneziagiulia_5;-1.2332144148430615
1981;01;friuliveneziagiulia_51;-0.13087205556870937
1981;01;friuliveneziagiulia_53;-1.4528404279276437
1981;01;friuliveneziagiulia_7;-2.1135519744770788
1981;01;liguria_14233;-2.1051824059882294
1981;01;liguria_14437;-1.5096666498263083
1981;01;liguria_5884;-1.485167960965969
1981;01;liguria_5937;-3.3227168124077284
1981;01;liguria_7144;-0.8875016037529713
1981;01;lombardia_6000;-1.086298192731094
1981;01;lombardia_6031;-1.4499907729442154
1981;01;piemonte_5647;-1.2914374381260885
1981;01;piemonte_5649;-0.9676595307390251
1981;01;piemonte_5651;NA
1981;01;toscana_10;-1.114025669112387
1981;01;toscana_221;-1.2537611816166796
1981;01;toscana_222;-1.7423009713033415
1981;01;toscana_225;-1.1086913201588282
1981;01;toscana_227;-1.379547134285005
1981;01;toscana_228;-2.2975113865397576
1981;01;toscana_250;-1.4537223645121025
1981;01;toscana_27;-0.1962032142159495
1981;01;toscana_31;-0.6129503979371244
1981;01;toscana_37;-0.6046212523353347
1981;01;toscana_408;-1.595418154922819
1981;01;toscana_50;-1.1639175981884715
1981;01;toscana_52;-0.9008162279541314
1981;01;toscana_8;-1.0291020998676965
1981;01;trentino_6509;-1.6512609148763062
1981;01;trentino_6510;-1.5166115210941822
1981;01;trentino_6511;-1.2144245488952035
1981;01;trentino_6512;-1.5919469208538979
1981;01;trentino_6516;-1.626616346071204
1981;01;trentino_6520;-1.3495247024742225
1981;01;trentino_6521;-1.1923590825266315
1981;01;trentino_6528;-1.2068560500074432
1981;01;trentino_6529;-1.439354253327641
1981;01;trentino_6533;-1.292171236650589
1981;01;trentino_6539;-0.983422045402567
1981;01;trentino_6541;-1.0833229317027837
1981;01;trentino_6546;-1.5470297046226849
1981;01;trentino_6547;NA
1981;01;trentino_6561;-1.252309696661418
1981;01;trentino_6564;-1.4646994276512
1981;01;trentino_6569;-1.0519633566801128
1981;01;trentino_6570;-1.4223839439245327
1981;01;trentino_6576;-1.0779360564756855
1981;01;trentino_6591;-1.5423141265831042
1981;01;trentino_6594;-1.2143339698566566
1981;01;trentino_6598;-1.4708459864020662
1981;01;trentino_6601;-1.253023449554514
1981;01;trentino_6602;-1.125958495115973
1981;01;trentino_6615;-1.4275229946420018
1981;01;trentino_6638;-1.2981384732636227
1981;01;trentino_6639;-1.3058201722284712
1981;01;trentino_6640;-1.1014804789185433
1981;01;trentino_6644;-1.393376198052052
1981;01;valledaosta_26;0.08287193522617085
1981;01;valledaosta_44;-0.6685792377751799
1981;01;valledaosta_83;0.23333259899367248
1981;01;veneto_5675;NA
1981;01;veneto_5677;-1.3122653783999962
1981;01;veneto_5679;NA
1981;01;veneto_5681;NA
1981;01;veneto_5683;NA
1981;01;veneto_5689;NA
1981;01;veneto_5691;NA
1981;01;veneto_5705;-1.4336149005663803
1981;01;veneto_5720;-1.182979644386301
1981;01;veneto_5755;-1.2418667918433206
1981;01;veneto_9604;-0.6593189433220448
1981;02;aeronautica_6709;-0.9460305502851554
1981;02;aeronautica_6718;-1.0361126064709119
1981;02;aeronautica_6720;-1.1438270935879167
1981;02;aeronautica_6721;-1.5735682968086202
1981;02;aeronautica_6723;-1.2579729650533045
1981;02;aeronautica_6729;-1.4717494672285543
1981;02;aeronautica_6730;-1.3957534663041098
1981;02;aeronautica_6733;-0.8125241434915906
1981;02;aeronautica_6736;-0.6086860883891011
1981;02;aeronautica_6758;0.501098368349729
1981;02;aeronautica_6768;0.049177697165111035
1981;02;aeronautica_6769;0.258671661270474
1981;02;aeronautica_6771;-0.5156559967135393
1981;02;bolzano_102;-0.444945391229764
1981;02;bolzano_110;-0.948264840085001
1981;02;bolzano_149;-0.7841515153905009
1981;02;bolzano_150;-0.5333531066761632
1981;02;bolzano_172;-0.6153471438198872
1981;02;bolzano_176;-1.2235578006096988
1981;02;bolzano_18;-0.9853329385947185
1981;02;bolzano_197;-0.8911428004640741
1981;02;bolzano_203;-1.5010859460440247
1981;02;bolzano_223;-0.6727504773178771
1981;02;bolzano_23;-1.324291147884004
1981;02;bolzano_28;-2.1955142174626125
1981;02;bolzano_30;-1.8186455928500598
1981;02;bolzano_39;-0.8996366832820426
1981;02;bolzano_49;NA
1981;02;bolzano_5;-1.459624160418359
1981;02;bolzano_58;-1.054694449062999
1981;02;bolzano_77;-1.019895632325751
1981;02;bolzano_79;-0.3489441599419844
1981;02;bolzano_83;-0.5374846026554808
1981;02;bolzano_94;-0.9772555582546761
1981;02;emiliaromagna_14158;-1.0885352118612126
1981;02;emiliaromagna_14246;-0.9475432094111194
1981;02;emiliaromagna_14271;-0.270069766943881
1981;02;emiliaromagna_14415;-0.8965005065381523
1981;02;emiliaromagna_14444;-0.553405211375563
1981;02;emiliaromagna_14458;-0.7897473780029632
1981;02;emiliaromagna_9013;-0.6953986815149771
1981;02;emiliaromagna_9101;-1.1169321708693423
1981;02;emiliaromagna_9119;0.22572885881790683
1981;02;emiliaromagna_9177;-0.17346256486576334
1981;02;emiliaromagna_9192;-2.4176527178956326
1981;02;emiliaromagna_9230;-0.8022746474243259
1981;02;emiliaromagna_9244;-1.0266531741302607
1981;02;emiliaromagna_9287;-0.8479360792097829
1981;02;emiliaromagna_9310;NA
1981;02;emiliaromagna_9317;0.190652020859854
1981;02;emiliaromagna_9404;-1.0738443526213441
1981;02;emiliaromagna_9573;-1.2486163273915376
1981;02;emiliaromagna_9578;-0.040730596391415116
1981;02;friuliveneziagiulia_12;-0.9342082351664855
1981;02;friuliveneziagiulia_13;-0.8554611501513685
1981;02;friuliveneziagiulia_14;-0.562804508047968
1981;02;friuliveneziagiulia_15;-1.045136205864546
1981;02;friuliveneziagiulia_2;-1.1668232480459746
1981;02;friuliveneziagiulia_20;-0.8493839912265103
1981;02;friuliveneziagiulia_21;-0.9542360615886002
1981;02;friuliveneziagiulia_23;-0.5794195192630247
1981;02;friuliveneziagiulia_24;-1.041935667740219
1981;02;friuliveneziagiulia_27;-1.4505187834518012
1981;02;friuliveneziagiulia_28;-0.7095913296128304
1981;02;friuliveneziagiulia_36;-1.273479680034772
1981;02;friuliveneziagiulia_39;-1.8044348902336782
1981;02;friuliveneziagiulia_43;-1.4045879109010113
1981;02;friuliveneziagiulia_46;-0.8837697173845662
1981;02;friuliveneziagiulia_47;-0.4034637046319285
1981;02;friuliveneziagiulia_5;-0.9198955842985264
1981;02;friuliveneziagiulia_51;-0.4448773302571269
1981;02;friuliveneziagiulia_53;-1.0625568899166045
1981;02;friuliveneziagiulia_7;-1.6754978535528597
1981;02;liguria_14233;-1.298488223012615
1981;02;liguria_14437;-1.3076418593998547
1981;02;liguria_5884;-0.2594145741385366
1981;02;liguria_5937;NA
1981;02;liguria_7144;-0.521291397253283
1981;02;lombardia_6000;-1.5008428751866114
1981;02;lombardia_6031;-1.7459629279376756
1981;02;piemonte_5647;-1.3816906668229738
1981;02;piemonte_5649;-1.8027430907391901
1981;02;piemonte_5651;NA
1981;02;toscana_10;-1.1644364544432744
1981;02;toscana_221;-0.8104753409322261
1981;02;toscana_222;-1.2510267568244036
1981;02;toscana_225;-0.7650972946835168
1981;02;toscana_227;-0.5857017139266438
1981;02;toscana_228;-0.5730972522529639
1981;02;toscana_250;-0.49531148827116434
1981;02;toscana_27;-0.48678847005460146
1981;02;toscana_31;-0.8371597773654452
1981;02;toscana_37;-0.019796691574190048
1981;02;toscana_408;-0.7657683290400846
1981;02;toscana_50;-0.904695824457117
1981;02;toscana_52;-0.665559864762621
1981;02;toscana_8;-1.3811787222436516
1981;02;trentino_6509;-2.227677112811422
1981;02;trentino_6510;-1.373621238965148
1981;02;trentino_6511;-1.1685631025007643
