yy;mm;SpiID;spi
1981;01;aeronautica_6709;-0.7784263484273112
1981;01;aeronautica_6718;-0.20716814978619366
1981;01;aeronautica_6720;0.20596595606794324
1981;01;aeronautica_6721;-0.2679333816430768
1981;01;aeronautica_6723;0.4090720348853951
1981;01;aeronautica_6729;0.22498693626536048
1981;01;aeronautica_6730;0.5605156629156263
1981;01;aeronautica_6733;0.3946581301646045
1981;01;aeronautica_6736;1.1065697650306876
1981;01;aeronautica_6758;0.38915777303045535
1981;01;aeronautica_6768;1.7978904229957964
1981;01;aeronautica_6769;1.1383469129984003
1981;01;aeronautica_6771;-1.0695223024818055
1981;01;bolzano_102;-0.041351897410497704
1981;01;bolzano_110;-1.2613075374836962
1981;01;bolzano_149;-3.1973488985682033
1981;01;bolzano_150;-0.9006551536853327
1981;01;bolzano_172;-0.5555464625832043
1981;01;bolzano_176;-0.8970464627173934
1981;01;bolzano_18;-1.7050040559830333
1981;01;bolzano_197;-1.3227664699587598
1981;01;bolzano_203;-1.4199790271147439
1981;01;bolzano_223;-0.761259528441507
1981;01;bolzano_23;-1.0246517598235243
1981;01;bolzano_28;-1.0208299528596547
1981;01;bolzano_30;-1.1441149162538116
1981;01;bolzano_39;-1.1372684948516594
1981;01;bolzano_49;-Inf
1981;01;bolzano_5;-0.96198551736197
1981;01;bolzano_58;-1.2236861418505565
1981;01;bolzano_77;-1.0396251601982627
1981;01;bolzano_79;-0.6583553471514609
1981;01;bolzano_83;-0.9933660751325201
1981;01;bolzano_94;-1.3096069940867678
1981;01;emiliaromagna_14158;1.4961836324696762
1981;01;emiliaromagna_14246;1.1880338135450828
1981;01;emiliaromagna_14271;2.155359052417665
1981;01;emiliaromagna_14415;1.569280036296019
1981;01;emiliaromagna_14444;0.4140473979593202
1981;01;emiliaromagna_14458;1.7132763340644444
1981;01;emiliaromagna_9013;2.308096388210551
1981;01;emiliaromagna_9101;1.0982328405168391
1981;01;emiliaromagna_9119;1.9251499410772213
1981;01;emiliaromagna_9177;1.9556483656486368
1981;01;emiliaromagna_9192;-Inf
1981;01;emiliaromagna_9230;-0.29749275634392236
1981;01;emiliaromagna_9244;1.907009351945836
1981;01;emiliaromagna_9287;1.7466772337244292
1981;01;emiliaromagna_9310;1.289999051147668
1981;01;emiliaromagna_9317;2.505564309501176
1981;01;emiliaromagna_9404;1.122075160334224
1981;01;emiliaromagna_9573;0.8940179312241171
1981;01;emiliaromagna_9578;1.6398225305683027
1981;01;friuliveneziagiulia_12;0.15614543223159155
1981;01;friuliveneziagiulia_13;-1.1507097868132332
1981;01;friuliveneziagiulia_14;-0.1611673845338089
1981;01;friuliveneziagiulia_15;-0.41311603906554667
1981;01;friuliveneziagiulia_2;-0.8408517247349545
1981;01;friuliveneziagiulia_20;0.031681548049806
1981;01;friuliveneziagiulia_21;-1.0306782404986274
1981;01;friuliveneziagiulia_23;0.3549428553868714
1981;01;friuliveneziagiulia_24;0.6846809428385172
1981;01;friuliveneziagiulia_27;0.4740992449751647
1981;01;friuliveneziagiulia_28;0.644082539164182
1981;01;friuliveneziagiulia_36;0.01418258436554413
1981;01;friuliveneziagiulia_39;-0.3394465700243348
1981;01;friuliveneziagiulia_43;-0.05800114185770342
1981;01;friuliveneziagiulia_46;0.013999529301902168
1981;01;friuliveneziagiulia_47;-0.32360291739789504
1981;01;friuliveneziagiulia_5;-0.6336279578414958
1981;01;friuliveneziagiulia_51;-3.115918435394355
1981;01;friuliveneziagiulia_53;-0.533037345664057
1981;01;friuliveneziagiulia_7;-0.2637600913366227
1981;01;liguria_14233;-0.7842993317271933
1981;01;liguria_14437;-0.77733387668351694
1981;01;liguria_5884;-1.1278478282604478
1981;01;liguria_5937;-0.8884877118181437
1981;01;liguria_7144;-0.14134978495382328
1981;01;lombardia_6000;-0.1244475743655106
1981;01;lombardia_6031;-1.6206614041803993
1981;01;piemonte_5647;-1.3382737923684145
1981;01;piemonte_5649;-1.533172495031623
1981;01;piemonte_5651;-0.944669591394476
1981;01;toscana_10;0.5201212779001041
1981;01;toscana_221;-0.6072297615205711
1981;01;toscana_222;-0.513213479580432
1981;01;toscana_225;-0.36093090138228434
1981;01;toscana_227;-0.6808549460319192
1981;01;toscana_228;-0.42604094503236034
1981;01;toscana_250;0.09404955781949759
1981;01;toscana_27;0.10115585354805023
1981;01;toscana_31;0.6095988819825195
1981;01;toscana_37;0.19397437280041901
1981;01;toscana_408;-0.48142046425007134
1981;01;toscana_50;-0.01734785796229542
1981;01;toscana_52;-3.636332536895187
1981;01;toscana_8;0.14272198767155744
1981;01;trentino_6509;-0.6206412306253174
1981;01;trentino_6510;-0.593589629292423
1981;01;trentino_6511;-0.6113181273145861
1981;01;trentino_6512;-0.9430991612509171
1981;01;trentino_6516;-0.6229597182173475
1981;01;trentino_6520;-0.6862277158683012
1981;01;trentino_6521;-0.9767046004799647
1981;01;trentino_6528;-0.8136997362324863
1981;01;trentino_6529;-1.0865336412215953
1981;01;trentino_6533;-0.47351482422090513
1981;01;trentino_6539;-0.48275025970751184
1981;01;trentino_6541;-0.6662611280403831
1981;01;trentino_6546;-1.1782941933637354
1981;01;trentino_6547;-1.262145176622808
1981;01;trentino_6561;-1.137428551658851
1981;01;trentino_6564;-1.1250080666769722
1981;01;trentino_6569;-1.4329408004068283
1981;01;trentino_6570;-1.303462595429755
